Project,Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-In,Fan-Out,DIT,File
backend,backend.goals.roadmap,service,RoadmapService,64,8,8,1,0,0,0,1,0,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\service.py
backend,backend.goals.roadmap,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\__init__.py
backend,backend.goals.roadmap.tests,test_roadmap_api,,147,12,11,10,0,0,0.36,0,2,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\tests\test_roadmap_api.py
backend,backend.goals.roadmap.tests,test_roadmap_service_core,,39,16,12,12,2,2,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\tests\test_roadmap_service_core.py
backend,backend.goals.roadmap.tests,test_roadmap_service_other_agents,,40,13,13,13,4,4,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\tests\test_roadmap_service_other_agents.py
backend,backend.goals.roadmap.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\roadmap\tests\__init__.py
backend,backend.goals.routers,goals,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\routers\goals.py
backend,backend.goals.routers,goal_router,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\routers\goal_router.py
backend,backend.goals.routers,roadmap_router,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\routers\roadmap_router.py
backend,backend.goals.routers,task_routes,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\routers\task_routes.py
backend,backend.goals.routers,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\routers\__init__.py
backend,backend.goals.schemas,goal_schemas,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\schemas\goal_schemas.py
backend,backend.goals.schemas,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\schemas\__init__.py
backend,backend.goals.services,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\services\__init__.py
backend,backend.goals.task,router,,65,11,5,4,1,1,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\task\router.py
backend,backend.goals.task,router,TaskStatusUpdate,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\task\router.py
backend,backend.goals.task,router,TaskBatchUpdate,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\task\router.py
backend,backend.goals.task,router,TaskNotesUpdate,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\task\router.py
backend,backend.goals.task,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\task\__init__.py
backend,backend.goals.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\tests\__init__.py
backend,backend.goals.utils,goal_category_prompt_builder,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\utils\goal_category_prompt_builder.py
backend,backend.goals.utils,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\goals\utils\__init__.py
backend,backend.health,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\health\__init__.py
backend,backend.health.routers,health_router,,14,2,1,1,2,2,0,0,1,0,C:\Users\Adity\Downloads\group02\backend\health\routers\health_router.py
backend,backend.health.routers,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\health\routers\__init__.py
backend,backend.notifications,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\__init__.py
backend,backend.notifications.models,notification,,23,2,0,0,0,0,-1,1,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\models\notification.py
backend,backend.notifications.models,notification,Notification,23,2,2,1,8,7,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\models\notification.py
backend,backend.notifications.models,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\models\__init__.py
backend,backend.notifications.routers,notifications,,38,7,4,3,1,1,0.5,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\routers\notifications.py
backend,backend.notifications.routers,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\routers\__init__.py
backend,backend.notifications.schemas,notification_schemas,,2,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\schemas\notification_schemas.py
backend,backend.notifications.schemas,notification_schemas,NotificationResponse,2,0,0,0,1,1,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\schemas\notification_schemas.py
backend,backend.notifications.schemas,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\schemas\__init__.py
backend,backend.notifications.services,notification_service,,62,5,3,3,2,2,0,2,1,0,C:\Users\Adity\Downloads\group02\backend\notifications\services\notification_service.py
backend,backend.notifications.services,notification_service,NotificationParams,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\services\notification_service.py
backend,backend.notifications.services,reminder_service,,105,17,14,5,7,7,0.29,0,1,0,C:\Users\Adity\Downloads\group02\backend\notifications\services\reminder_service.py
backend,backend.notifications.services,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\services\__init__.py
backend,backend.notifications.tests,conftest,,4,1,1,1,0,0,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\conftest.py
backend,backend.notifications.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\__init__.py
backend,backend.notifications.tests.notification,test_notification_create,,69,10,10,10,0,0,1,0,1,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\notification\test_notification_create.py
backend,backend.notifications.tests.notification,test_notification_email_html,,18,7,6,6,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\notification\test_notification_email_html.py
backend,backend.notifications.tests.notification,test_notification_email_send,,17,4,4,4,1,1,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\notification\test_notification_email_send.py
backend,backend.notifications.tests.notification,test_notification_router,,97,18,17,14,10,10,0.12,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\notification\test_notification_router.py
backend,backend.notifications.tests.notification,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\notification\__init__.py
backend,backend.notifications.tests.reminder,reminder_service_test_utils,,24,4,4,4,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\reminder\reminder_service_test_utils.py
backend,backend.notifications.tests.reminder,test_reminder_db_lifecycle,,12,2,2,2,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\reminder\test_reminder_db_lifecycle.py
backend,backend.notifications.tests.reminder,test_reminder_messages,,19,10,9,9,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\reminder\test_reminder_messages.py
backend,backend.notifications.tests.reminder,test_reminder_triggers,,161,13,13,13,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\reminder\test_reminder_triggers.py
backend,backend.notifications.tests.reminder,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\notifications\tests\reminder\__init__.py
backend,backend.onboarding,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\__init__.py
backend,backend.onboarding.models,user_preference_model,,19,2,0,0,0,0,-1,1,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\models\user_preference_model.py
backend,backend.onboarding.models,user_preference_model,UserPreference,19,2,2,1,7,6,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\models\user_preference_model.py
backend,backend.onboarding.models,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\models\__init__.py
backend,backend.onboarding.routers,onboarding_router,,31,4,2,2,1,1,1,0,2,0,C:\Users\Adity\Downloads\group02\backend\onboarding\routers\onboarding_router.py
backend,backend.onboarding.routers,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\routers\__init__.py
backend,backend.onboarding.schemas,preference_schema,,3,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\schemas\preference_schema.py
backend,backend.onboarding.schemas,preference_schema,PreferenceCreate,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\schemas\preference_schema.py
backend,backend.onboarding.schemas,preference_schema,PreferenceResponse,2,0,0,0,1,1,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\schemas\preference_schema.py
backend,backend.onboarding.schemas,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\schemas\__init__.py
backend,backend.onboarding.services,preference_service,,36,5,0,0,0,0,-1,2,1,0,C:\Users\Adity\Downloads\group02\backend\onboarding\services\preference_service.py
backend,backend.onboarding.services,preference_service,PreferenceService,36,5,3,2,1,1,0,0,1,0,C:\Users\Adity\Downloads\group02\backend\onboarding\services\preference_service.py
backend,backend.onboarding.services,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\services\__init__.py
backend,backend.onboarding.tests,test_onboarding_router,,87,15,15,14,5,5,0.27,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\tests\test_onboarding_router.py
backend,backend.onboarding.tests,test_preference_service,,72,14,14,13,5,5,0.21,0,1,0,C:\Users\Adity\Downloads\group02\backend\onboarding\tests\test_preference_service.py
backend,backend.onboarding.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\onboarding\tests\__init__.py
backend,backend.replan,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\__init__.py
backend,backend.replan.check,service,,33,2,1,1,1,1,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\check\service.py
backend,backend.replan.check,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\check\__init__.py
backend,backend.replan.check.tests,test_check_replan,,127,9,9,7,8,8,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\check\tests\test_check_replan.py
backend,backend.replan.check.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\check\tests\__init__.py
backend,backend.replan.detect,service,,12,1,1,1,0,0,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\detect\service.py
backend,backend.replan.detect,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\detect\__init__.py
backend,backend.replan.detect.tests,test_detect_missed,,66,7,7,6,9,9,0.14,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\detect\tests\test_detect_missed.py
backend,backend.replan.detect.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\detect\tests\__init__.py
backend,backend.replan.goal,service,,361,27,16,2,7,7,0,2,2,0,C:\Users\Adity\Downloads\group02\backend\replan\goal\service.py
backend,backend.replan.goal,service,ReplanContext,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\goal\service.py
backend,backend.replan.goal,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\goal\__init__.py
backend,backend.replan.goal.tests,test_replan_goal,,86,7,7,6,12,12,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\goal\tests\test_replan_goal.py
backend,backend.replan.goal.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\goal\tests\__init__.py
backend,backend.replan.llm,service,,164,17,8,3,6,6,0.12,2,0,0,C:\Users\Adity\Downloads\group02\backend\replan\llm\service.py
backend,backend.replan.llm,service,ReplanTaskRequest,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\llm\service.py
backend,backend.replan.llm,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\llm\__init__.py
backend,backend.replan.llm.tests,test_replan_llm,,108,7,7,7,1,1,1,0,1,0,C:\Users\Adity\Downloads\group02\backend\replan\llm\tests\test_replan_llm.py
backend,backend.replan.llm.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\llm\tests\__init__.py
backend,backend.replan.routers,replan_routes,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routers\replan_routes.py
backend,backend.replan.routers,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routers\__init__.py
backend,backend.replan.routes,router,,37,4,4,3,1,1,0.5,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\router.py
backend,backend.replan.routes,schemas,,5,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\schemas.py
backend,backend.replan.routes,schemas,ReplanCheckResponse,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\schemas.py
backend,backend.replan.routes,schemas,ReplanStatsDetail,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\schemas.py
backend,backend.replan.routes,schemas,ReplanResponse,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\schemas.py
backend,backend.replan.routes,schemas,AdjustmentHistoryItem,2,0,0,0,1,1,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\schemas.py
backend,backend.replan.routes,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\__init__.py
backend,backend.replan.routes.tests,test_replan_routes,,132,13,11,10,10,10,0.45,1,1,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\tests\test_replan_routes.py
backend,backend.replan.routes.tests,test_replan_routes,AdjustmentParams,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\tests\test_replan_routes.py
backend,backend.replan.routes.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\routes\tests\__init__.py
backend,backend.replan.schemas,replan_schemas,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\schemas\replan_schemas.py
backend,backend.replan.schemas,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\schemas\__init__.py
backend,backend.replan.services,replan_llm,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\services\replan_llm.py
backend,backend.replan.services,replan_service,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\services\replan_service.py
backend,backend.replan.services,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\services\__init__.py
backend,backend.replan.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\replan\tests\__init__.py
backend,backend.tests,conftest,,0,0,0,0,1,1,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\conftest.py
backend,backend.tests,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\__init__.py
backend,backend.tests.db,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\db\__init__.py
backend,backend.tests.fixtures,auth_fixtures,,57,3,6,6,2,2,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\fixtures\auth_fixtures.py
backend,backend.tests.fixtures,db_fixtures,,39,3,3,3,1,1,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\fixtures\db_fixtures.py
backend,backend.tests.fixtures,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\fixtures\__init__.py
backend,backend.tests.models,test_base,,2,2,1,1,0,0,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\models\test_base.py
backend,backend.tests.models,test_chat_models,,76,19,19,19,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\models\test_chat_models.py
backend,backend.tests.models,test_task_notes_column,,12,2,2,2,0,0,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\models\test_task_notes_column.py
backend,backend.tests.models,test_user_models,,15,1,1,1,0,0,0,0,1,0,C:\Users\Adity\Downloads\group02\backend\tests\models\test_user_models.py
backend,backend.tests.schemas,test_chat_schemas,,111,17,17,17,8,8,1,0,1,0,C:\Users\Adity\Downloads\group02\backend\tests\schemas\test_chat_schemas.py
backend,backend.tests.utils,test_db_session,,6,1,1,1,0,0,0,0,1,0,C:\Users\Adity\Downloads\group02\backend\tests\utils\test_db_session.py
backend,backend.tests.utils,test_email_sender,,35,1,1,1,0,0,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\utils\test_email_sender.py
backend,backend.tests.utils,test_password,,6,1,1,1,0,0,0,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\utils\test_password.py
backend,backend.tests.utils,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\utils\__init__.py
backend,backend.tests.workflows,test_goal_creation_workflow,,134,5,5,5,4,4,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\workflows\test_goal_creation_workflow.py
backend,backend.tests.workflows,test_replan_workflow,,114,5,5,5,3,3,1,0,0,0,C:\Users\Adity\Downloads\group02\backend\tests\workflows\test_replan_workflow.py
backend,backend.workflows,goal_creation_workflow,,122,17,12,7,0,0,0.25,0,3,0,C:\Users\Adity\Downloads\group02\backend\workflows\goal_creation_workflow.py
backend,backend.workflows,goal_creation_workflow,GoalCreationState,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\workflows\goal_creation_workflow.py
backend,backend.workflows,replan_workflow,,113,15,13,5,0,0,0.46,0,1,0,C:\Users\Adity\Downloads\group02\backend\workflows\replan_workflow.py
backend,backend.workflows,replan_workflow,ReplanState,1,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\workflows\replan_workflow.py
backend,backend.workflows,__init__,,0,0,0,0,0,0,-1,0,0,0,C:\Users\Adity\Downloads\group02\backend\workflows\__init__.py
